Index	UID	Province/State	County	Combined_Key
2793	84049023	Utah	Juab	Juab, Utah, US
2794	84049025	Utah	Kane	Kane, Utah, US
2795	84049027	Utah	Millard	Millard, Utah, US
2796	84049029	Utah	Morgan	Morgan, Utah, US
2797	84049031	Utah	Piute	Piute, Utah, US
2798	84049033	Utah	Rich	Rich, Utah, US
2799	84049035	Utah	Salt Lake	Salt Lake, Utah, US
2800	84049037	Utah	San Juan	San Juan, Utah, US
2801	84049039	Utah	Sanpete	Sanpete, Utah, US
2802	84049041	Utah	Sevier	Sevier, Utah, US
2803	84049043	Utah	Summit	Summit, Utah, US
2804	84049045	Utah	Tooele	Tooele, Utah, US
2805	84049047	Utah	Uintah	Uintah, Utah, US
2806	84049049	Utah	Utah	Utah, Utah, US
2807	84049051	Utah	Wasatch	Wasatch, Utah, US
2808	84049053	Utah	Washington	Washington,Utah,US
2809	84049055	Utah	Wayne	Wayne, Utah, US
2810	84049057	Utah	Weber	Weber,Utah,US
2811	84050001	Vermont	Addison	Addison, Vermont, US
2812	84050003	Vermont	Bennington	Bennington, Vermont, US
2813	84050005	Vermont	Caledonia	Caledonia, Vermont, US
2814	84050007	Vermont	Chittenden	Chittenden, Vermont, US
2815	84050009	Vermont	Essex	Essex, Vermont, US
2816	84050011	Vermont	Franklin	Franklin, Vermont, US
2817	84050013	Vermont	Grand Isle	Grand Isle, Vermont, US
2818	84050015	Vermont	Lamoille	Lamoille, Vermont, US
2819	84050017	Vermont	Orange	Orange, Vermont, US
2820	84050019	Vermont	Orleans	Orleans, Vermont, US
2821	84050021	Vermont	Rutland	Rutland, Vermont, US
2822	84050023	Vermont	Washington	Washington, Vermont, US
2823	84050025	Vermont	Windham	Windham, Vermont, US
2824	84050027	Vermont	Windsor	Windsor, Vermont, US
2825	84051001	Virginia	Accomack	Accomack, Virginia, US
2826	84051003	Virginia	Albemarle	Albemarle, Virginia, US
2827	84051005	Virginia	Alleghany	Alleghany, Virginia, US
2828	84051007	Virginia	Amelia	Amelia, Virginia, US
2829	84051009	Virginia	Amherst	Amherst, Virginia, US
2830	84051011	Virginia	Appomattox	Appomattox, Virginia, US
2831	84051013	Virginia	Arlington	Arlington, Virginia, US
2832	84051015	Virginia	Augusta	Augusta, Virginia, US
2833	84051017	Virginia	Bath	Bath, Virginia, US
2834	84051019	Virginia	Bedford	Bedford, Virginia, US
2835	84051021	Virginia	Bland	Bland, Virginia, US
2836	84051023	Virginia	Botetourt	Botetourt, Virginia, US
2837	84051025	Virginia	Brunswick	Brunswick, Virginia, US
2838	84051027	Virginia	Buchanan	Buchanan, Virginia, US
2839	84051029	Virginia	Buckingham	Buckingham, Virginia, US
2840	84051031	Virginia	Campbell	Campbell, Virginia, US
2841	84051033	Virginia	Caroline	Caroline, Virginia, US
2842	84051035	Virginia	Carroll	Carroll, Virginia, US
2843	84051036	Virginia	Charles City	Charles City, Virginia, US
2844	84051037	Virginia	Charlotte	Charlotte, Virginia, US
2845	84051041	Virginia	Chesterfield	Chesterfield, Virginia, US
2846	84051043	Virginia	Clarke	Clarke, Virginia, US
2847	84051045	Virginia	Craig	Craig, Virginia, US
2848	84051047	Virginia	Culpeper	Culpeper, Virginia, US
2849	84051049	Virginia	Cumberland	Cumberland, Virginia, US
2850	84051051	Virginia	Dickenson	Dickenson, Virginia, US
2851	84051053	Virginia	Dinwiddie	Dinwiddie, Virginia, US
2852	84051057	Virginia	Essex	Essex, Virginia, US
2853	84051059	Virginia	Fairfax	Fairfax, Virginia, US
2854	84051061	Virginia	Fauquier	Fauquier, Virginia, US
2855	84051063	Virginia	Floyd	Floyd, Virginia, US
2856	84051065	Virginia	Fluvanna	Fluvanna, Virginia, US
2857	84051067	Virginia	Franklin	Franklin, Virginia, US
2858	84051069	Virginia	Frederick	Frederick, Virginia, US
2859	84051071	Virginia	Giles	Giles, Virginia, US
2860	84051073	Virginia	Gloucester	Gloucester, Virginia, US
2861	84051075	Virginia	Goochland	Goochland, Virginia, US
2862	84051077	Virginia	Grayson	Grayson, Virginia, US
2863	84051079	Virginia	Greene	Greene, Virginia, US
2864	84051081	Virginia	Greensville	Greensville, Virginia, US
2865	84051083	Virginia	Halifax	Halifax, Virginia, US
2866	84051085	Virginia	Hanover	Hanover, Virginia, US
2867	84051087	Virginia	Henrico	Henrico, Virginia, US
2868	84051089	Virginia	Henry	Henry, Virginia, US
2869	84051091	Virginia	Highland	Highland, Virginia, US
2870	84051093	Virginia	Isle of Wight	Isle of Wight, Virginia, US
2871	84051095	Virginia	James City	James City, Virginia, US
2872	84051097	Virginia	King and Queen	King and Queen, Virginia, US
2873	84051099	Virginia	King George	King George, Virginia, US
2874	84051101	Virginia	King William	King William, Virginia, US
2875	84051103	Virginia	Lancaster	Lancaster, Virginia, US
2876	84051105	Virginia	Lee	Lee, Virginia, US
2877	84051107	Virginia	Loudoun	Loudoun, Virginia, US
2878	84051109	Virginia	Louisa	Louisa, Virginia, US
2879	84051111	Virginia	Lunenburg	Lunenburg, Virginia, US
2880	84051113	Virginia	Madison	Madison, Virginia, US
2881	84051115	Virginia	Mathews	Mathews, Virginia, US
2882	84051117	Virginia	Mecklenburg	Mecklenburg, Virginia, US
2883	84051119	Virginia	Middlesex	Middlesex, Virginia, US
2884	84051121	Virginia	Montgomery	Montgomery, Virginia, US
2885	84051125	Virginia	Nelson	Nelson, Virginia, US
2886	84051127	Virginia	New Kent	New Kent, Virginia, US
2887	84051131	Virginia	Northampton	Northampton, Virginia, US
2888	84051133	Virginia	Northumberland	Northumberland, Virginia, US
2889	84051135	Virginia	Nottoway	Nottoway, Virginia, US
2890	84051137	Virginia	Orange	Orange, Virginia, US
2891	84051139	Virginia	Page	Page, Virginia, US
2892	84051141	Virginia	Patrick	Patrick, Virginia, US
2893	84051143	Virginia	Pittsylvania	Pittsylvania, Virginia, US
2894	84051145	Virginia	Powhatan	Powhatan, Virginia, US
2895	84051147	Virginia	Prince Edward	Prince Edward, Virginia, US
2896	84051149	Virginia	Prince George	Prince George, Virginia, US
2897	84051153	Virginia	Prince William	Prince William, Virginia, US
2898	84051155	Virginia	Pulaski	Pulaski, Virginia, US
2899	84051157	Virginia	Rappahannock	Rappahannock, Virginia, US
2900	84051159	Virginia	Richmond	Richmond, Virginia, US
2901	84051161	Virginia	Roanoke	Roanoke, Virginia, US
2902	84051163	Virginia	Rockbridge	Rockbridge, Virginia, US
2903	84051165	Virginia	Rockingham	Rockingham, Virginia, US
2904	84051167	Virginia	Russell	Russell, Virginia, US
2905	84051169	Virginia	Scott	Scott, Virginia, US
2906	84051171	Virginia	Shenandoah	Shenandoah, Virginia, US
2907	84051173	Virginia	Smyth	Smyth, Virginia, US
2908	84051175	Virginia	Southampton	Southampton, Virginia, US
2909	84051177	Virginia	Spotsylvania	Spotsylvania, Virginia, US
2910	84051179	Virginia	Stafford	Stafford, Virginia, US
2911	84051181	Virginia	Surry	Surry, Virginia, US
2912	84051183	Virginia	Sussex	Sussex, Virginia, US
2913	84051185	Virginia	Tazewell	Tazewell, Virginia, US
2914	84051187	Virginia	Warren	Warren, Virginia, US
2915	84051191	Virginia	Washington	Washington, Virginia, US
2916	84051193	Virginia	Westmoreland	Westmoreland, Virginia, US
2917	84051195	Virginia	Wise	Wise, Virginia, US
2918	84051197	Virginia	Wythe	Wythe, Virginia, US
2919	84051199	Virginia	York	York, Virginia, US
2920	84051510	Virginia	Alexandria	Alexandria, Virginia, US
2921	84051520	Virginia	Bristol	Bristol, Virginia, US
2922	84051530	Virginia	Buena Vista	Buena Vista, Virginia, US
2923	84051540	Virginia	Charlottesville	Charlottesville, Virginia, US
2924	84051550	Virginia	Chesapeake	Chesapeake, Virginia, US
2925	84051570	Virginia	Colonial Heights	Colonial Heights, Virginia, US
2926	84051580	Virginia	Covington	Covington, Virginia, US
2927	84051590	Virginia	Danville	Danville, Virginia, US
2928	84051595	Virginia	Emporia	Emporia, Virginia, US
2929	84051600	Virginia	Fairfax City	Fairfax City, Virginia, US
2930	84051610	Virginia	Falls Church	Falls Church, Virginia, US
2931	84051620	Virginia	Franklin City	Franklin City, Virginia, US
2932	84051630	Virginia	Fredericksburg	Fredericksburg, Virginia, US
2933	84051640	Virginia	Galax	Galax, Virginia, US
2934	84051650	Virginia	Hampton	Hampton, Virginia, US
2935	84051660	Virginia	Harrisonburg	Harrisonburg, Virginia, US
2936	84051670	Virginia	Hopewell	Hopewell, Virginia, US
2937	84051678	Virginia	Lexington	Lexington, Virginia, US
2938	84051680	Virginia	Lynchburg	Lynchburg, Virginia, US
2939	84051683	Virginia	Manassas	Manassas,Virginia,US
2940	84051685	Virginia	Manassas Park	Manassas Park, Virginia, US
2941	84051690	Virginia	Martinsville	Martinsville, Virginia, US
2942	84051700	Virginia	Newport News	Newport News, Virginia, US
2943	84051710	Virginia	Norfolk	Norfolk, Virginia, US
2944	84051720	Virginia	Norton	Norton, Virginia, US
2945	84051730	Virginia	Petersburg	Petersburg, Virginia, US
2946	84051735	Virginia	Poquoson	Poquoson, Virginia, US
2947	84051740	Virginia	Portsmouth	Portsmouth, Virginia, US
2948	84051750	Virginia	Radford	Radford, Virginia, US
2949	84051760	Virginia	Richmond City	Richmond City, Virginia, US
2950	84051770	Virginia	Roanoke City	Roanoke City, Virginia, US
2951	84051775	Virginia	Salem	Salem, Virginia, US
2952	84051790	Virginia	Staunton	Staunton, Virginia, US
2953	84051800	Virginia	Suffolk	Suffolk, Virginia, US
2954	84051810	Virginia	Virginia Beach	Virginia Beach, Virginia, US
2955	84051820	Virginia	Waynesboro	Waynesboro, Virginia, US
2956	84051830	Virginia	Williamsburg	Williamsburg, Virginia, US
2957	84051840	Virginia	Winchester	Winchester, Virginia, US
2958	84053001	Washington	Adams	Adams, Washington, US
2959	84053003	Washington	Asotin	Asotin, Washington, US
2960	84053005	Washington	Benton	Benton, Washington, US
2961	84053007	Washington	Chelan	Chelan, Washington, US
2962	84053009	Washington	Clallam	Clallam, Washington, US
2963	84053011	Washington	Clark	Clark, Washington, US
2964	84053013	Washington	Columbia	Columbia, Washington, US
2965	84053015	Washington	Cowlitz	Cowlitz, Washington, US
2966	84053017	Washington	Douglas	Douglas, Washington, US
2967	84053019	Washington	Ferry	Ferry, Washington, US
2968	84053021	Washington	Franklin	Franklin, Washington, US
2969	84053023	Washington	Garfield	Garfield, Washington, US
2970	84053025	Washington	Grant	Grant, Washington, US
2971	84053027	Washington	Grays Harbor	Grays Harbor, Washington, US
2972	84053029	Washington	Island	Island, Washington, US
2973	84053031	Washington	Jefferson	Jefferson, Washington, US
2974	84053033	Washington	King	King, Washington, US
2975	84053035	Washington	Kitsap	Kitsap, Washington, US
2976	84053037	Washington	Kittitas	Kittitas, Washington, US
2977	84053039	Washington	Klickitat	Klickitat, Washington, US
2978	84053041	Washington	Lewis	Lewis, Washington, US
2979	84053043	Washington	Lincoln	Lincoln, Washington, US
2980	84053045	Washington	Mason	Mason, Washington, US
2981	84053047	Washington	Okanogan	Okanogan, Washington, US
2982	84053049	Washington	Pacific	Pacific, Washington, US
2983	84053051	Washington	Pend Oreille	Pend Oreille, Washington, US
2984	84053053	Washington	Pierce	Pierce, Washington, US
2985	84053055	Washington	San Juan	San Juan, Washington, US
2986	84053057	Washington	Skagit	Skagit, Washington, US
2987	84053059	Washington	Skamania	Skamania, Washington, US
2988	84053061	Washington	Snohomish	Snohomish, Washington, US
2989	84053063	Washington	Spokane	Spokane, Washington, US
2990	84053065	Washington	Stevens	Stevens, Washington, US
2991	84053067	Washington	Thurston	Thurston, Washington, US
2992	84053069	Washington	Wahkiakum	Wahkiakum, Washington, US
2993	84053071	Washington	Walla Walla	Walla Walla, Washington, US
2994	84053073	Washington	Whatcom	Whatcom, Washington, US
2995	84053075	Washington	Whitman	Whitman, Washington, US
2996	84053077	Washington	Yakima	Yakima, Washington, US
2997	84054001	West Virginia	Barbour	Barbour, West Virginia, US
2998	84054003	West Virginia	Berkeley	Berkeley, West Virginia, US
2999	84054005	West Virginia	Boone	Boone, West Virginia, US
3000	84054007	West Virginia	Braxton	Braxton, West Virginia, US
3001	84054009	West Virginia	Brooke	Brooke, West Virginia, US
3002	84054011	West Virginia	Cabell	Cabell, West Virginia, US
3003	84054013	West Virginia	Calhoun	Calhoun, West Virginia, US
3004	84054015	West Virginia	Clay	Clay, West Virginia, US
3005	84054017	West Virginia	Doddridge	Doddridge, West Virginia, US
3006	84054019	West Virginia	Fayette	Fayette, West Virginia, US
3007	84054021	West Virginia	Gilmer	Gilmer, West Virginia, US
3008	84054023	West Virginia	Grant	Grant, West Virginia, US
3009	84054025	West Virginia	Greenbrier	Greenbrier, West Virginia, US
3010	84054027	West Virginia	Hampshire	Hampshire, West Virginia, US
3011	84054029	West Virginia	Hancock	Hancock, West Virginia, US
3012	84054031	West Virginia	Hardy	Hardy, West Virginia, US
3013	84054033	West Virginia	Harrison	Harrison, West Virginia, US
3014	84054035	West Virginia	Jackson	Jackson, West Virginia, US
3015	84054037	West Virginia	Jefferson	Jefferson, West Virginia, US
3016	84054039	West Virginia	Kanawha	Kanawha, West Virginia, US
3017	84054041	West Virginia	Lewis	Lewis, West Virginia, US
3018	84054043	West Virginia	Lincoln	Lincoln, West Virginia, US
3019	84054045	West Virginia	Logan	Logan, West Virginia, US
3020	84054047	West Virginia	McDowell	McDowell, West Virginia, US
3021	84054049	West Virginia	Marion	Marion, West Virginia, US
3022	84054051	West Virginia	Marshall	Marshall, West Virginia, US
3023	84054053	West Virginia	Mason	Mason, West Virginia, US
3024	84054055	West Virginia	Mercer	Mercer, West Virginia, US
3025	84054057	West Virginia	Mineral	Mineral, West Virginia, US
3026	84054059	West Virginia	Mingo	Mingo, West Virginia, US
3027	84054061	West Virginia	Monongalia	Monongalia, West Virginia, US
3028	84054063	West Virginia	Monroe	Monroe, West Virginia, US
3029	84054065	West Virginia	Morgan	Morgan, West Virginia, US
3030	84054067	West Virginia	Nicholas	Nicholas, West Virginia, US
3031	84054069	West Virginia	Ohio	Ohio, West Virginia, US
3032	84054071	West Virginia	Pendleton	Pendleton, West Virginia, US
3033	84054073	West Virginia	Pleasants	Pleasants, West Virginia, US
3034	84054075	West Virginia	Pocahontas	Pocahontas, West Virginia, US
3035	84054077	West Virginia	Preston	Preston, West Virginia, US
3036	84054079	West Virginia	Putnam	Putnam, West Virginia, US
3037	84054081	West Virginia	Raleigh	Raleigh, West Virginia, US
3038	84054083	West Virginia	Randolph	Randolph, West Virginia, US
3039	84054085	West Virginia	Ritchie	Ritchie, West Virginia, US
3040	84054087	West Virginia	Roane	Roane, West Virginia, US
3041	84054089	West Virginia	Summers	Summers, West Virginia, US
3042	84054091	West Virginia	Taylor	Taylor, West Virginia, US
3043	84054093	West Virginia	Tucker	Tucker, West Virginia, US
3044	84054095	West Virginia	Tyler	Tyler, West Virginia, US
3045	84054097	West Virginia	Upshur	Upshur, West Virginia, US
3046	84054099	West Virginia	Wayne	Wayne, West Virginia, US
3047	84054101	West Virginia	Webster	Webster, West Virginia, US
3048	84054103	West Virginia	Wetzel	Wetzel, West Virginia, US
3049	84054105	West Virginia	Wirt	Wirt, West Virginia, US
3050	84054107	West Virginia	Wood	Wood, West Virginia, US
3051	84054109	West Virginia	Wyoming	Wyoming, West Virginia, US
3052	84055001	Wisconsin	Adams	Adams, Wisconsin, US
3053	84055003	Wisconsin	Ashland	Ashland, Wisconsin, US
3054	84055005	Wisconsin	Barron	Barron, Wisconsin, US
3055	84055007	Wisconsin	Bayfield	Bayfield, Wisconsin, US
3056	84055009	Wisconsin	Brown	Brown, Wisconsin, US
3057	84055011	Wisconsin	Buffalo	Buffalo, Wisconsin, US
3058	84055013	Wisconsin	Burnett	Burnett, Wisconsin, US
3059	84055015	Wisconsin	Calumet	Calumet, Wisconsin, US
3060	84055017	Wisconsin	Chippewa	Chippewa, Wisconsin, US
3061	84055019	Wisconsin	Clark	Clark, Wisconsin, US
3062	84055021	Wisconsin	Columbia	Columbia, Wisconsin, US
3063	84055023	Wisconsin	Crawford	Crawford, Wisconsin, US
3064	84055025	Wisconsin	Dane	Dane, Wisconsin, US
3065	84055027	Wisconsin	Dodge	Dodge, Wisconsin, US
3066	84055029	Wisconsin	Door	Door, Wisconsin, US
3067	84055031	Wisconsin	Douglas	Douglas, Wisconsin, US
3068	84055033	Wisconsin	Dunn	Dunn, Wisconsin, US
3069	84055035	Wisconsin	Eau Claire	Eau Claire, Wisconsin, US
3070	84055037	Wisconsin	Florence	Florence, Wisconsin, US
3071	84055039	Wisconsin	Fond du Lac	Fond du Lac, Wisconsin, US
3072	84055041	Wisconsin	Forest	Forest, Wisconsin, US
3073	84055043	Wisconsin	Grant	Grant, Wisconsin, US
3074	84055045	Wisconsin	Green	Green, Wisconsin, US
3075	84055047	Wisconsin	Green Lake	Green Lake, Wisconsin, US
3076	84055049	Wisconsin	Iowa	Iowa, Wisconsin, US
3077	84055051	Wisconsin	Iron	Iron, Wisconsin, US
3078	84055053	Wisconsin	Jackson	Jackson, Wisconsin, US
3079	84055055	Wisconsin	Jefferson	Jefferson, Wisconsin, US
3080	84055057	Wisconsin	Juneau	Juneau, Wisconsin, US
3081	84055059	Wisconsin	Kenosha	Kenosha, Wisconsin, US
3082	84055061	Wisconsin	Kewaunee	Kewaunee, Wisconsin, US
3083	84055063	Wisconsin	La Crosse	La Crosse, Wisconsin, US
3084	84055065	Wisconsin	Lafayette	Lafayette, Wisconsin, US
3085	84055067	Wisconsin	Langlade	Langlade, Wisconsin, US
3086	84055069	Wisconsin	Lincoln	Lincoln, Wisconsin, US
3087	84055071	Wisconsin	Manitowoc	Manitowoc, Wisconsin, US
3088	84055073	Wisconsin	Marathon	Marathon, Wisconsin, US
3089	84055075	Wisconsin	Marinette	Marinette, Wisconsin, US
3090	84055077	Wisconsin	Marquette	Marquette, Wisconsin, US
3091	84055078	Wisconsin	Menominee	Menominee, Wisconsin, US
3092	84055079	Wisconsin	Milwaukee	Milwaukee, Wisconsin, US
3093	84055081	Wisconsin	Monroe	Monroe, Wisconsin, US
3094	84055083	Wisconsin	Oconto	Oconto, Wisconsin, US
3095	84055085	Wisconsin	Oneida	Oneida, Wisconsin, US
3096	84055087	Wisconsin	Outagamie	Outagamie, Wisconsin, US
3097	84055089	Wisconsin	Ozaukee	Ozaukee, Wisconsin, US
3098	84055091	Wisconsin	Pepin	Pepin, Wisconsin, US
3099	84055093	Wisconsin	Pierce	Pierce, Wisconsin, US
3100	84055095	Wisconsin	Polk	Polk, Wisconsin, US
3101	84055097	Wisconsin	Portage	Portage, Wisconsin, US
3102	84055099	Wisconsin	Price	Price, Wisconsin, US
3103	84055101	Wisconsin	Racine	Racine, Wisconsin, US
3104	84055103	Wisconsin	Richland	Richland, Wisconsin, US
3105	84055105	Wisconsin	Rock	Rock, Wisconsin, US
3106	84055107	Wisconsin	Rusk	Rusk, Wisconsin, US
3107	84055109	Wisconsin	St. Croix	St. Croix, Wisconsin, US
3108	84055111	Wisconsin	Sauk	Sauk, Wisconsin, US
3109	84055113	Wisconsin	Sawyer	Sawyer, Wisconsin, US
3110	84055115	Wisconsin	Shawano	Shawano, Wisconsin, US
3111	84055117	Wisconsin	Sheboygan	Sheboygan, Wisconsin, US
3112	84055119	Wisconsin	Taylor	Taylor, Wisconsin, US
3113	84055121	Wisconsin	Trempealeau	Trempealeau, Wisconsin, US
3114	84055123	Wisconsin	Vernon	Vernon, Wisconsin, US
3115	84055125	Wisconsin	Vilas	Vilas, Wisconsin, US
3116	84055127	Wisconsin	Walworth	Walworth, Wisconsin, US
3117	84055129	Wisconsin	Washburn	Washburn, Wisconsin, US
3118	84055131	Wisconsin	Washington	Washington, Wisconsin, US
3119	84055133	Wisconsin	Waukesha	Waukesha, Wisconsin, US
3120	84055135	Wisconsin	Waupaca	Waupaca, Wisconsin, US
3121	84055137	Wisconsin	Waushara	Waushara, Wisconsin, US
3122	84055139	Wisconsin	Winnebago	Winnebago, Wisconsin, US
3123	84055141	Wisconsin	Wood	Wood, Wisconsin, US
3124	84056001	Wyoming	Albany	Albany, Wyoming, US
3125	84056003	Wyoming	Big Horn	Big Horn, Wyoming, US
3126	84056005	Wyoming	Campbell	Campbell, Wyoming, US
3127	84056007	Wyoming	Carbon	Carbon, Wyoming, US
3128	84056009	Wyoming	Converse	Converse, Wyoming, US
3129	84056011	Wyoming	Crook	Crook, Wyoming, US
3130	84056013	Wyoming	Fremont	Fremont, Wyoming, US
3131	84056015	Wyoming	Goshen	Goshen, Wyoming, US
3132	84056017	Wyoming	Hot Springs	Hot Springs, Wyoming, US
3133	84056019	Wyoming	Johnson	Johnson, Wyoming, US
3134	84056021	Wyoming	Laramie	Laramie, Wyoming, US
3135	84056023	Wyoming	Lincoln	Lincoln, Wyoming, US
3136	84056025	Wyoming	Natrona	Natrona, Wyoming, US
3137	84056027	Wyoming	Niobrara	Niobrara, Wyoming, US
3138	84056029	Wyoming	Park	Park, Wyoming, US
3139	84056031	Wyoming	Platte	Platte, Wyoming, US
3140	84056033	Wyoming	Sheridan	Sheridan, Wyoming, US
3141	84056035	Wyoming	Sublette	Sublette, Wyoming, US
3142	84056037	Wyoming	Sweetwater	Sweetwater, Wyoming, US
3143	84056039	Wyoming	Teton	Teton, Wyoming, US
3144	84056041	Wyoming	Uinta	Uinta, Wyoming, US
3145	84056043	Wyoming	Washakie	Washakie, Wyoming, US
3146	84056045	Wyoming	Weston	Weston, Wyoming, US
3147	84070002	Massachusetts	Dukes and Nantucket	Dukes and Nantucket,Massachusetts,US
3148	84070003	Missouri	Kansas City	Kansas City,Missouri,US
3149	84080001	Alabama	Out of AL	Out of AL, Alabama, US
3150	84080002	Alaska	Out of AK	Out of AK, Alaska, US
3151	84080004	Arizona	Out of AZ	Out of AZ, Arizona, US
3152	84080005	Arkansas	Out of AR	Out of AR, Arkansas, US
3153	84080006	California	Out of CA	Out of CA, California, US
3154	84080008	Colorado	Out of CO	Out of CO, Colorado, US
3155	84080009	Connecticut	Out of CT	Out of CT, Connecticut, US
3156	84080010	Delaware	Out of DE	Out of DE, Delaware, US
3157	84080011	District of Columbia	Out of DC	Out of DC, District of Columbia, US
3158	84080012	Florida	Out of FL	Out of FL, Florida, US
3159	84080013	Georgia	Out of GA	Out of GA, Georgia, US
3160	84080015	Hawaii	Out of HI	Out of HI, Hawaii, US
3161	84080016	Idaho	Out of ID	Out of ID, Idaho, US
3162	84080017	Illinois	Out of IL	Out of IL, Illinois, US
3163	84080018	Indiana	Out of IN	Out of IN, Indiana, US
3164	84080019	Iowa	Out of IA	Out of IA, Iowa, US
3165	84080020	Kansas	Out of KS	Out of KS, Kansas, US
3166	84080021	Kentucky	Out of KY	Out of KY, Kentucky, US
3167	84080022	Louisiana	Out of LA	Out of LA, Louisiana, US
3168	84080023	Maine	Out of ME	Out of ME, Maine, US
3169	84080024	Maryland	Out of MD	Out of MD, Maryland, US
3170	84080025	Massachusetts	Out of MA	Out of MA, Massachusetts, US
3171	84080026	Michigan	Out of MI	Out of MI, Michigan, US
3172	84080027	Minnesota	Out of MN	Out of MN, Minnesota, US
3173	84080028	Mississippi	Out of MS	Out of MS, Mississippi, US
3174	84080029	Missouri	Out of MO	Out of MO, Missouri, US
3175	84080030	Montana	Out of MT	Out of MT, Montana, US
3176	84080031	Nebraska	Out of NE	Out of NE, Nebraska, US
3177	84080032	Nevada	Out of NV	Out of NV, Nevada, US
3178	84080033	New Hampshire	Out of NH	Out of NH, New Hampshire, US
3179	84080034	New Jersey	Out of NJ	Out of NJ, New Jersey, US
3180	84080035	New Mexico	Out of NM	Out of NM, New Mexico, US
3181	84080036	New York	Out of NY	Out of NY, New York, US
3182	84080037	North Carolina	Out of NC	Out of NC, North Carolina, US
3183	84080038	North Dakota	Out of ND	Out of ND, North Dakota, US
3184	84080039	Ohio	Out of OH	Out of OH, Ohio, US
3185	84080040	Oklahoma	Out of OK	Out of OK, Oklahoma, US
3186	84080041	Oregon	Out of OR	Out of OR, Oregon, US
3187	84080042	Pennsylvania	Out of PA	Out of PA, Pennsylvania, US
3188	84080044	Rhode Island	Out of RI	Out of RI, Rhode Island, US
3189	84080045	South Carolina	Out of SC	Out of SC, South Carolina, US
3190	84080046	South Dakota	Out of SD	Out of SD, South Dakota, US
3191	84080047	Tennessee	Out of TN	Out of TN, Tennessee, US
3192	84080048	Texas	Out of TX	Out of TX, Texas, US
3193	84080049	Utah	Out of UT	Out of UT, Utah, US
3194	84080050	Vermont	Out of VT	Out of VT, Vermont, US
3195	84080051	Virginia	Out of VA	Out of VA, Virginia, US
3196	84080053	Washington	Out of WA	Out of WA, Washington, US
3197	84080054	West Virginia	Out of WV	Out of WV, West Virginia, US
3198	84080055	Wisconsin	Out of WI	Out of WI, Wisconsin, US
3199	84080056	Wyoming	Out of WY	Out of WY, Wyoming, US
3200	84088888	Diamond Princess		Diamond Princess, US
3201	84090001	Alabama	Unassigned	Unassigned, Alabama, US
3202	84090002	Alaska	Unassigned	Unassigned, Alaska, US
3203	84090004	Arizona	Unassigned	Unassigned, Arizona, US
3204	84090005	Arkansas	Unassigned	Unassigned, Arkansas, US
3205	84090006	California	Unassigned	Unassigned, California, US
3206	84090008	Colorado	Unassigned	Unassigned, Colorado, US
3207	84090009	Connecticut	Unassigned	Unassigned, Connecticut, US
3208	84090010	Delaware	Unassigned	Unassigned, Delaware, US
3209	84090011	District of Columbia	Unassigned	Unassigned, District of Columbia, US
3210	84090012	Florida	Unassigned	Unassigned, Florida, US
3211	84090013	Georgia	Unassigned	Unassigned, Georgia, US
3212	84090015	Hawaii	Unassigned	Unassigned, Hawaii, US
3213	84090016	Idaho	Unassigned	Unassigned, Idaho, US
3214	84090017	Illinois	Unassigned	Unassigned, Illinois, US
3215	84090018	Indiana	Unassigned	Unassigned, Indiana, US
3216	84090019	Iowa	Unassigned	Unassigned, Iowa, US
3217	84090020	Kansas	Unassigned	Unassigned, Kansas, US
3218	84090021	Kentucky	Unassigned	Unassigned, Kentucky, US
3219	84090022	Louisiana	Unassigned	Unassigned, Louisiana, US
3220	84090023	Maine	Unassigned	Unassigned, Maine, US
3221	84090024	Maryland	Unassigned	Unassigned, Maryland, US
3222	84090025	Massachusetts	Unassigned	Unassigned, Massachusetts, US
3223	84090026	Michigan	Unassigned	Unassigned, Michigan, US
3224	84090027	Minnesota	Unassigned	Unassigned, Minnesota, US
3225	84090028	Mississippi	Unassigned	Unassigned, Mississippi, US
3226	84090029	Missouri	Unassigned	Unassigned, Missouri, US
3227	84090030	Montana	Unassigned	Unassigned, Montana, US
3228	84090031	Nebraska	Unassigned	Unassigned, Nebraska, US
3229	84090032	Nevada	Unassigned	Unassigned, Nevada, US
3230	84090033	New Hampshire	Unassigned	Unassigned, New Hampshire, US
3231	84090034	New Jersey	Unassigned	Unassigned, New Jersey, US
3232	84090035	New Mexico	Unassigned	Unassigned, New Mexico, US
3233	84090036	New York	Unassigned	Unassigned, New York, US
3234	84090037	North Carolina	Unassigned	Unassigned, North Carolina, US
3235	84090038	North Dakota	Unassigned	Unassigned, North Dakota, US
3236	84090039	Ohio	Unassigned	Unassigned, Ohio, US
3237	84090040	Oklahoma	Unassigned	Unassigned, Oklahoma, US
3238	84090041	Oregon	Unassigned	Unassigned, Oregon, US
3239	84090042	Pennsylvania	Unassigned	Unassigned, Pennsylvania, US
3240	84090044	Rhode Island	Unassigned	Unassigned, Rhode Island, US
3241	84090045	South Carolina	Unassigned	Unassigned, South Carolina, US
3242	84090046	South Dakota	Unassigned	Unassigned, South Dakota, US
3243	84090047	Tennessee	Unassigned	Unassigned, Tennessee, US
3244	84090048	Texas	Unassigned	Unassigned, Texas, US
3245	84090049	Utah	Unassigned	Unassigned, Utah, US
3246	84090050	Vermont	Unassigned	Unassigned, Vermont, US
